Hierarchy,Id,Term,StatedDefChange,InferredDefChange,Primitive2SD,SD2Primitive,DescriptionChange,FSNChange
Clinical finding (finding),369749000,Exophytic (polypoid) tumor configuration (finding),0,1,0,0,0,0
Clinical finding (finding),369750000,Expansile (noninfiltrative) tumor configuration (finding),0,1,0,0,0,0
Clinical finding (finding),369751001,Tumor of indeterminate configuration (finding),0,1,0,0,0,0
Clinical finding (finding),369752008,Infiltrative tumor configuration, macroscopic (finding),0,1,0,0,0,0
Clinical finding (finding),369753003,Intraductal tumor configuration (finding),0,1,0,0,0,0
Clinical finding (finding),369754009,Localized tumor configuration (finding),0,1,0,0,0,0
Clinical finding (finding),369756006,Papillary tumor configuration (finding),0,1,0,0,0,0
Clinical finding (finding),369757002,Solid tumor configuration (finding),0,1,0,0,0,0
Clinical finding (finding),369760009,Ulcerated tumor configuration (finding),0,1,0,0,0,0
Clinical finding (finding),369761008,Mild to moderate peritumoral lymphocytic response (finding),0,1,0,0,0,0
Clinical finding (finding),369762001,Marked peritumoral lymphocytic response (finding),0,1,0,0,0,0
Clinical finding (finding),369763006,Renal tumor invasion into adrenal gland macroscopically (finding),0,1,0,0,0,0
Clinical finding (finding),369764000,Renal tumor extends into major vein (renal vein or vena cava) macroscopically (finding),0,1,0,0,0,0
Clinical finding (finding),369765004,Renal tumor invasion into perinephric tissue macroscopically (finding),0,1,0,0,0,0
Clinical finding (finding),369766003,Low grade (lymphoma grade) (finding),0,1,0,0,0,0
Clinical finding (finding),369767007,High grade (lymphoma grade) (finding),0,1,0,0,0,0
Clinical finding (finding),369770006,Gleason Pattern 1 (finding),0,1,0,0,0,0
Clinical finding (finding),369771005,Gleason Pattern 2 (finding),0,1,0,0,0,0
Clinical finding (finding),369772003,Gleason Pattern 3 (finding),0,1,0,0,0,0
Clinical finding (finding),369773008,Gleason Pattern 4 (finding),0,1,0,0,0,0
Clinical finding (finding),369774002,Gleason Pattern 5 (finding),0,1,0,0,0,0
Clinical finding (finding),369775001,Gleason Score 2-4: Well differentiated (finding),0,1,0,0,0,0
Clinical finding (finding),369776000,Gleason Score 5-6: Moderately differentiated (finding),0,1,0,0,0,0
Clinical finding (finding),369777009,Gleason Score 8-10: Poorly differentiated (finding),0,1,0,0,0,0
Clinical finding (finding),369793000,Tis (--): Carcinoma in situ (endometrium / uterine cervix) (finding),0,1,0,0,0,0
Clinical finding (finding),369794006,T1 (I): Cervical carcinoma confined to uterus (finding),0,1,0,0,0,0
Clinical finding (finding),369795007,T1a (IA): Invasive carcinoma of uterine cervix diagnosed by microscopy only (finding),0,1,0,0,0,0
Clinical finding (finding),369796008,T1a1 (IA1): Tumor of uterine cervix with stromal invasion < 3.0 mm in depth and horizontal spread < 7.0 mm (finding),0,1,0,0,0,0
Clinical finding (finding),369797004,T1a2 (IA2): Tumor of uterine cervix with stromal invasion > 3.0 mm but < 5.0 mm in depth and horizontal spread < 7.0 mm (finding),0,1,0,0,0,0
Clinical finding (finding),369798009,T1b (IB): Tumor of uterine cervix with clinically visible lesion confined to the cervix or microscopic lesion greater than T1a2/IA2 (finding),0,1,0,0,0,0
Clinical finding (finding),369799001,T1b1 (IB1): Tumor of uterine cervix, clinically visible lesion < 4.0 mm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369800002,T1b2 (IB2): Tumor of uterine cervix, clinically visible lesion > 4.0 mm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369801003,T2 (II): Tumor of uterine cervix invades beyond the uterus but not to pelvic wall or to lower third of vagina (finding),0,1,0,0,0,0
Clinical finding (finding),369802005,T2a (IIA): Tumor of uterine cervix, T2 without parametrial invasion (finding),0,1,0,0,0,0
Clinical finding (finding),369803000,T2b (IIB): Tumor of uterine cervix, T2 with parametrial invasion (finding),0,1,0,0,0,0
Clinical finding (finding),369804006,T3 (III): Tumor of uterine cervix extends to the pelvic wall and/or involves the lower third of the vagina and/or causes hydronephrosis or nonfunctioning kidney (finding),0,1,0,0,0,0
Clinical finding (finding),369805007,T3a (IIIA): Tumor of uterine cervix involves lower third of vagina, but not pelvic wall (finding),0,1,0,0,0,0
Clinical finding (finding),369806008,T4 (IVA): Tumor of uterine cervix/vagina invades mucosa of bladder or rectum and/or extends beyond true pelvis (finding),0,1,0,0,0,0
Clinical finding (finding),369807004,T1 (I): Endometrial tumor confined to corpus uteri (finding),0,1,0,0,0,0
Clinical finding (finding),369808009,T1a (IA): Tumor limited to endometrium (finding),0,1,0,0,0,0
Clinical finding (finding),369809001,T1b (IB): Endometrial tumor invades up to or less than one half of the endometrium (finding),0,1,0,0,0,0
Clinical finding (finding),369810006,T1c (IC): Endometrial tumor invades to more than one half of the endometrium (finding),0,1,0,0,0,0
Clinical finding (finding),369811005,T2 (II): Endometrial tumor invades cervix, but does not extend beyond uterus (finding),0,1,0,0,0,0
Clinical finding (finding),369812003,T2a (IIA): Endometrial tumor with endocervical glandular involvement (finding),0,1,0,0,0,0
Clinical finding (finding),369813008,T2b (IIB): Endometrial tumor with cervical stromal invasion (finding),0,1,0,0,0,0
Clinical finding (finding),369814002,T3 (III): Endometrial tumor with local and/or regional spread as specified in T3a, b, N1 and FIGO IIIA, B, and C below or adnexa (direct extension or metastasis) and/or cancer cells in ascites or peritoneal washings (finding),0,1,0,0,0,0
Clinical finding (finding),369815001,T3b (IIIB): Endometrial tumor with vaginal involvement (direct extension or metastasis) (finding),0,1,0,0,0,0
Clinical finding (finding),369816000,T4 (IVA): Endometrial tumor invades bladder mucosa and/or bowel mucosa (finding),0,1,0,0,0,0
Clinical finding (finding),369817009,T1 (I): Tumor confined to vagina (finding),0,1,0,0,0,0
Clinical finding (finding),369818004,T2 (II): Vaginal tumor invades paravaginal tissues but not to pelvic wall (finding),0,1,0,0,0,0
Clinical finding (finding),369819007,T3 (III): Vaginal tumor extends to pelvic wall (finding),0,1,0,0,0,0
Clinical finding (finding),369820001,T1 (I): Tumor limited to fallopian tube(s) (finding),0,1,0,0,0,0
Clinical finding (finding),369821002,T1a (IA): Tumor limited to one fallopian tube without penetrating the serosal surface, no ascites (finding),0,1,0,0,0,0
Clinical finding (finding),369822009,T1b (IB): Tumor limited to both tubes without penetrating the serosal surface: no ascites (finding),0,1,0,0,0,0
Clinical finding (finding),369823004,T1c (IC): Tumor limited to one or both tube(s) with extension into or through the tubal serosa; or with malignant cells in ascites or peritoneal washings: FALLOPIAN TUBE: Salpingectomy (finding),0,1,0,0,0,0
Clinical finding (finding),369824005,T2 (II): Fallopian tube tumor involves one or both tube(s) with pelvic extension (finding),0,1,0,0,0,0
Clinical finding (finding),369825006,T2a (IIA): Fallopian tube tumor with extension and/or metastasis to the uterus and/or ovaries (finding),0,1,0,0,0,0
Clinical finding (finding),369826007,T2b (IIB): Fallopian tube/ovarian tumor with extension to other pelvic structures (finding),0,1,0,0,0,0
Clinical finding (finding),369827003,T2c (IIC): Fallopian tube/ovarian tumor with pelvic extension (T2a or b) with malignant cells in ascites or peritoneal washings (finding),0,1,0,0,0,0
Clinical finding (finding),369828008,T3 and/or N1 (III): Fallopian tube tumor involves one or both tube(s) with peritoneal implants outside the pelvis and/or regional lymph node metastasis (finding),0,1,0,0,0,0
Clinical finding (finding),369829000,T3a (IIIA): Fallopian tube/ovarian tumor with microscopic peritoneal metastasis beyond pelvis (finding),0,1,0,0,0,0
Clinical finding (finding),369830005,T3b (IIIB): Fallopian tube/ovarian tumor with macroscopic peritoneal metastasis beyond pelvis < 2 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369831009,T3c (IIIC): Fallopian tube/ovarian tumor with peritoneal metastasis beyond pelvis > 2 cm in greatest dimension and/or regional lymph node metastasis (finding),0,1,0,0,0,0
Clinical finding (finding),369832002,T1: Clinically inapparent prostate tumor not palpable or visible by imaging (finding),0,1,0,0,0,0
Clinical finding (finding),369833007,T1a: Prostate tumor incidental histologic finding in 5% or less of tissue resected (finding),0,1,0,0,0,0
Clinical finding (finding),369834001,T1b: Prostate tumor incidental histologic finding in > 5% of tissue resected (finding),0,1,0,0,0,0
Clinical finding (finding),369835000,T1c: Tumor identified by needle biopsy because of elevated prostate specific antigen: PROSTATE: Biopsy/transurethral resection: PROSTATE: Resection (finding),0,1,0,0,0,0
Clinical finding (finding),369836004,T2a: Prostate tumor involves one lobe (finding),0,1,0,0,0,0
Clinical finding (finding),369837008,T3: Prostate tumor extends through the prostatic capsule (finding),0,1,0,0,0,0
Clinical finding (finding),369838003,T3a: Prostate tumor with extracapsular extension (unilateral or bilateral) (finding),0,1,0,0,0,0
Clinical finding (finding),369839006,T3b: Prostate tumor invades the seminal vesicle(s) (finding),0,1,0,0,0,0
Clinical finding (finding),369840008,T2: Aerodigestive tract tumor causing bone erosion or destruction, except for the posterior antral wall, including extension into hard palate and/or middle nasal meatus (finding),0,1,0,0,0,0
Clinical finding (finding),369841007,T1: Aerodigestive tract tumor < 2 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369842000,T1: Aerodigestive tract tumor confined to ethmoid with or without bone erosion (finding),0,1,0,0,0,0
Clinical finding (finding),369843005,T1: Aerodigestive tract tumor confined to nasopharynx (finding),0,1,0,0,0,0
Clinical finding (finding),369844004,T1: Tumor limited to one subsite of hypo-pharynx and < 2 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369845003,T1: Tumor limited to one subsite of supraglottis with normal vocal cord mobility (finding),0,1,0,0,0,0
Clinical finding (finding),369846002,T1: Tumor limited to subglottis (finding),0,1,0,0,0,0
Clinical finding (finding),369847006,T1: Tumor limited to the antral mucosa with no erosion or destruction of bone (finding),0,1,0,0,0,0
Clinical finding (finding),369848001,T1: Tumor limited to vocal cord(s) (may involve anterior or posterior commissure) with normal mobility (finding),0,1,0,0,0,0
Clinical finding (finding),369849009,T1a: Tumor limited to one vocal cord (finding),0,1,0,0,0,0
Clinical finding (finding),369850009,T1b: Tumor involves both vocal cords (finding),0,1,0,0,0,0
Clinical finding (finding),369851008,T2: Aerodigestive tract tumor > 2 cm but < 4 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369852001,T2: Aerodigestive tract tumor > 2 cm but < 4 cm in greatest dimension without extraparenchymal extension (finding),0,1,0,0,0,0
Clinical finding (finding),369853006,T2: Aerodigestive tract tumor extends into nasal cavity (finding),0,1,0,0,0,0
Clinical finding (finding),369854000,T2: Aerodigestive tract tumor extends to soft tissue of oropharynx and/or nasal fossa (finding),0,1,0,0,0,0
Clinical finding (finding),369855004,T2: Aerodigestive tract tumor extends to supraglottis and/or subglottis, and/or with impaired vocal cord mobility (finding),0,1,0,0,0,0
Clinical finding (finding),369856003,T2: Aerodigestive tract tumor extends to vocal cord(s) with normal or impaired mobility (finding),0,1,0,0,0,0
Clinical finding (finding),369857007,T2: Aerodigestive tract tumor invades more than one subsite of hypopharynx or an adjacent site, or measures > 2 cm but < 4 cm in greatest dimension, without fixation of hemilarynx (finding),0,1,0,0,0,0
Clinical finding (finding),369858002,T2: Aerodigestive tract tumor invades mucosa of >1 adjacent subsite of supraglottis/glottis/region outside supraglottis, (mucosa of base of tongue/vallecula/medial wall of piriform sinus) without fixation of larynx (finding),0,1,0,0,0,0
Clinical finding (finding),369859005,T2a: Aerodigestive tract tumor without parapharyngeal extension (finding),0,1,0,0,0,0
Clinical finding (finding),369860000,T2b: Aerodigestive tract tumor with parapharyngeal extension (finding),0,1,0,0,0,0
Clinical finding (finding),369861001,T3: Aerodigestive tract tumor > 4 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369862008,T3: Aerodigestive tract tumor extends to anterior orbit and/or maxillary sinus (finding),0,1,0,0,0,0
Clinical finding (finding),369863003,T3: Aerodigestive tract tumor having extraparenchymal extension without seventh nerve involvement, and/or > 4 cm but < 6 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369864009,T3: Aerodigestive tract tumor invades any of the following: bone of posterior wall of maxillary sinus, subcutaneous tissues, skin of cheek, floor or medial wall of orbit, infratemporal fossa, pterygoid plates, ethmoid sinuses (finding),0,1,0,0,0,0
Clinical finding (finding),369865005,T3: Aerodigestive tumor invades bony structures and/or paranasal sinuses (finding),0,1,0,0,0,0
Clinical finding (finding),369866006,T3: Aerodigestive tract tumor limited to larynx with vocal cord fixation (finding),0,1,0,0,0,0
Clinical finding (finding),369867002,T3: Aerodigestive tract tumor limited to larynx with vocal cord fixation and/or invades any of the following: postcricoid area, pre-epiglottic tissues, deep base of tongue (finding),0,1,0,0,0,0
Clinical finding (finding),369868007,T3: Aerodigestive tract tumor measures > 4 cm in greatest dimension, or with fixation of hemilarynx (finding),0,1,0,0,0,0
Clinical finding (finding),369869004,T4: Lip: Tumor invades adjacent structures (cortical bone, inferior alveolar nerve, floor of mouth, skin of face) (finding),0,1,0,0,0,0
Clinical finding (finding),369870003,T4: Oral Cavity: Tumor invades adjacent structures (cortical bone, deep (extrinsic) muscle of tongue, maxillary sinus, skin) (finding),0,1,0,0,0,0
Clinical finding (finding),369871004,T4: Aerodigestive tract tumor invades adjacent structures (pterygoid muscles, mandible, hard palate, deep muscle of tongue, larynx) (finding),0,1,0,0,0,0
Clinical finding (finding),369872006,T4: Aerodigestive tract tumor invades adjacent structures (thyroid/cricoid cartilage, carotid artery, soft tissues of neck, prevertebral fascia/muscles, thyroid and/or esophagus) (finding),0,1,0,0,0,0
Clinical finding (finding),369873001,T4: Aerodigestive tumor invades base of skull, seventh nerve, and/or exceeds 6 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369874007,T4: Aerodigestive tract tumor invades orbital contents beyond the floor or medial wall including apex and/or any of the following: cribriform plate, base of skull, nasopharynx, sphenoid sinus, frontal sinus (finding),0,1,0,0,0,0
Clinical finding (finding),369875008,T4: Tumor invades through cricoid or thyroid cartilage and/or extends into other tissues beyond the larynx (trachea, soft tissues of neck, thyroid, esophagus) (finding),0,1,0,0,0,0
Clinical finding (finding),369876009,T4: Tumor invades through thyroid cartilage and/or extends to other tissues beyond the larynx (trachea, soft tissues of neck, pharynx) (finding),0,1,0,0,0,0
Clinical finding (finding),369877000,T4: Tumor invades through thyroid cartilage, and/or extends into soft tissues of the neck, thyroid, and/or esophagus (finding),0,1,0,0,0,0
Clinical finding (finding),369878005,T4: Aerodigestive tract tumor with intracranial extension and/or involvement of cranial nerves, infratemporal fossa, hypopharynx or orbit (finding),0,1,0,0,0,0
Clinical finding (finding),369879002,T4: Aerodigestive tract tumor with intracranial extension, orbital extension including apex, involving sphenoid and/or frontal sinus and/or skin of nose (finding),0,1,0,0,0,0
Clinical finding (finding),369880004,T1: Lung tumor 3 cm or less in greatest dimension, surrounded by lung or visceral pleura, without bronchoscopic evidence of invasion more proximal than the lobar bronchus (finding),0,1,0,0,0,0
Clinical finding (finding),369881000,T2:Lung tumor with any of these features:>3cm in greatest dimension, involves main bronchus >2cm distal to carina;invades visceral pleura;assoc with atelectasis/obstructive pneumonitis extends to hilar region, does not involve entire lung (finding),0,1,0,0,0,0
Clinical finding (finding),369882007,T3: Lung tumor of any size associated atelectasis or obstructive pneumonitis of the entire lung (finding),0,1,0,0,0,0
Clinical finding (finding),369883002,T3: Lung tumor of any size in the main bronchus < 2 cm distal to the carina but without involvement of the carina (finding),0,1,0,0,0,0
Clinical finding (finding),369884008,T3: Lung tumor of any size that directly invades any of the following: chest wall (including superior sulcus tumors); diaphragm; mediastinal pleura; parietal pericardium (finding),0,1,0,0,0,0
Clinical finding (finding),369885009,T4: Lung tumor of any size that invades any of the following: mediastinum; heart; great vessels; trachea; esophagus; vertebral body; carina (finding),0,1,0,0,0,0
Clinical finding (finding),369886005,T4: Lung tumor of any size with a malignant pleural effusion (finding),0,1,0,0,0,0
Clinical finding (finding),369887001,T4: Lung tumor of any size with separate tumor nodule(s) in same lobe (finding),0,1,0,0,0,0
Clinical finding (finding),369888006,T1: Kidney tumor < 7.0 cm in greatest dimension limited to the kidney (finding),0,1,0,0,0,0
Clinical finding (finding),369889003,T2: Renal tumor > 7.0 cm in greatest dimension limited to the kidney (finding),0,1,0,0,0,0
Clinical finding (finding),369890007,T3: Renal tumor extends into major veins or invades the adrenal gland or perinephric tissues but not beyond Gerota's fascia (finding),0,1,0,0,0,0
Clinical finding (finding),369891006,T3a: Renal tumor invades the adrenal gland or perinephric tissues but not beyond Gerota's fascia (finding),0,1,0,0,0,0
Clinical finding (finding),369892004,T3b: Renal tumor grossly extends into the renal vein(s) or vena cava below the diaphragm (finding),0,1,0,0,0,0
Clinical finding (finding),369893009,T3c: Renal tumor grossly extends into the vena cava above the diaphragm (finding),0,1,0,0,0,0
Clinical finding (finding),369894003,T4: Renal tumor invades beyond Gerota's fascia (finding),0,1,0,0,0,0
Clinical finding (finding),369895002,T1: Breast tumor <= 2 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369896001,T1mic: Microinvasion <= 0.1 cm in greatest dimension: BREAST: Complete excision less than total mastectomy, total mastectomy, modified radical mastectomy, radical mastectomy (finding),0,1,0,0,0,0
Clinical finding (finding),369897005,T1a: Breast tumor >0.1 cm but <= 0.5 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369898000,T1b: Breast tumor >0.5 cm but <= 1 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369899008,T1c: >1 cm but <= 2 cm in greatest dimension: BREAST: Complete excision less than total mastectomy, total mastectomy, modified radical mastectomy, radical mastectomy (finding),0,1,0,0,0,0
Clinical finding (finding),369900003,T2: Breast tumor > 2 cm but <= 5 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369901004,T3: Breast tumor >5 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369902006,T4: Breast tumor of any size with direct extension to chest wall or skin (finding),0,1,0,0,0,0
Clinical finding (finding),369903001,T4a: Breast tumor with extension to chest wall (finding),0,1,0,0,0,0
Clinical finding (finding),369904007,T4b: Edema (including peau d'orange) or ulceration of the skin of the breast or satellite skin nodules confined to the same breast (finding),0,1,0,0,0,0
Clinical finding (finding),369905008,T4c: Breast tumor, both T4a and T4b (finding),0,1,0,0,0,0
Clinical finding (finding),369906009,T4d: Inflammatory carcinoma (breast) (finding),0,1,0,0,0,0
Clinical finding (finding),369907000,Tis: Carcinoma in situ, breast: Intraductal carcinoma, lobular carcinoma in situ, or Paget's disease of the nipple with no tumor (finding),0,1,0,0,0,0
Clinical finding (finding),369909002,T1: Tumor invades lamina propria or submucosa (finding),0,1,0,0,0,0
Clinical finding (finding),369910007,T1a: Esophagus/stomach tumor invades lamina propria (finding),0,1,0,0,0,0
Clinical finding (finding),369911006,T1b: Esophagus/stomach tumor invades submucosa (finding),0,1,0,0,0,0
Clinical finding (finding),369912004,T2: Tumor invades muscularis propria (finding),0,1,0,0,0,0
Clinical finding (finding),369913009,T3: Esophageal tumor invades adventitia (finding),0,1,0,0,0,0
Clinical finding (finding),369914003,T4: Tumor directly invades adjacent structures (finding),0,1,0,0,0,0
Clinical finding (finding),369915002,T2: Stomach tumor invades muscularis propria or subserosa (finding),0,1,0,0,0,0
Clinical finding (finding),369916001,T2a: Stomach tumor invades muscularis propria (finding),0,1,0,0,0,0
Clinical finding (finding),369917005,T2b: Stomach tumor invades subserosa (finding),0,1,0,0,0,0
Clinical finding (finding),369918000,T3: Stomach tumor penetrates serosa without invasion of adjacent structures (finding),0,1,0,0,0,0
Clinical finding (finding),369919008,T4a: Colon/rectum tumor directly invades other organs or structures (finding),0,1,0,0,0,0
Clinical finding (finding),369920002,T1: Tumor invades submucosa (colon/rectum) (finding),0,1,0,0,0,0
Clinical finding (finding),369921003,T3: Colon/rectum tumor invades through the muscularis propria into the subserosa or the nonperitonealized pericolic or perirectal soft tissues (finding),0,1,0,0,0,0
Clinical finding (finding),369922005,T4b: Colon/rectum tumor penetrates the visceral peritoneum (finding),0,1,0,0,0,0
Clinical finding (finding),369923000,Tis (0): Carcinoma in situ (vagina) (finding),0,1,0,0,0,0
Clinical finding (finding),369924006,Tis (0): Carcinoma in situ (limited to fallopian tube mucosa) (finding),0,1,0,0,0,0
Clinical finding (finding),369925007,Tis: Epithelium only (carcinoma in situ, no invasion) (finding),0,1,0,0,0,0
Clinical finding (finding),369926008,T1: Tumor limited to ampulla of Vater or sphincter of Oddi (finding),0,1,0,0,0,0
Clinical finding (finding),369927004,T2: Ampulla tumor invades duodenal wall (finding),0,1,0,0,0,0
Clinical finding (finding),369928009,T3: Ampulla tumor invades 2 cm or less into pancreas (finding),0,1,0,0,0,0
Clinical finding (finding),369929001,T4: Ampulla tumor invades >2 cm into pancreas and/or into other adjacent organs (finding),0,1,0,0,0,0
Clinical finding (finding),369930006,T1: Tumor limited to pancreas and < 2 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369931005,T2: Tumor limited to pancreas and > 2 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369932003,T3: Pancreatic tumor extends directly to any of the following: duodenum; bile duct; peripancreatic tissues (finding),0,1,0,0,0,0
Clinical finding (finding),369933008,T4: Pancreas tumor extends directly to any of the following: stomach; spleen; colon; adjacent large vessels (finding),0,1,0,0,0,0
Clinical finding (finding),369934002,Tis: Carcinoma in situ ("flat tumor" of urinary bladder) (finding),0,1,0,0,0,0
Clinical finding (finding),369935001,T1: Urinary tract tumor invades subepithelial connective tissue (finding),0,1,0,0,0,0
Clinical finding (finding),369936000,T2: Urinary bladder tumor invades muscle (finding),0,1,0,0,0,0
Clinical finding (finding),369937009,T2: Renal pelvis/ureter tumor invades the muscularis (finding),0,1,0,0,0,0
Clinical finding (finding),369938004,T2a: Urinary bladder tumor invades superficial muscle (inner half) (finding),0,1,0,0,0,0
Clinical finding (finding),369939007,T2b: Urinary bladder tumor invades deep muscle (outer half) (finding),0,1,0,0,0,0
Clinical finding (finding),369940009,T3: Ureteral tumor invades beyond muscularis into periureteric fat (finding),0,1,0,0,0,0
Clinical finding (finding),369941008,T3: Renal pelvis tumor invades beyond muscularis peripelvic fat or the renal parenchyma (finding),0,1,0,0,0,0
Clinical finding (finding),369942001,T3: Urinary bladder tumor invades perivesical tissue (finding),0,1,0,0,0,0
Clinical finding (finding),369943006,T3a: Bladder tumor invades perivesical tissue microscopically (finding),0,1,0,0,0,0
Clinical finding (finding),369944000,T3b: Bladder tumor invades perivesical tissue macroscopically (extravesicular mass) (finding),0,1,0,0,0,0
Clinical finding (finding),369945004,T4: Urinary bladder tumor invades any of the following: prostate, uterus, vagina, pelvic wall abdominal wall (finding),0,1,0,0,0,0
Clinical finding (finding),369946003,T4: Renal pelvis/ureter tumor invades adjacent organs, or through the kidney into the perinephric fat (finding),0,1,0,0,0,0
Clinical finding (finding),369947007,T4a: Bladder tumor invades prostate or uterus or vagina (finding),0,1,0,0,0,0
Clinical finding (finding),369948002,T4b: Bladder tumor invades pelvic wall or abdominal wall (finding),0,1,0,0,0,0
Clinical finding (finding),369949005,Ta: Noninvasive papillary carcinoma (urinary tract) (finding),0,1,0,0,0,0
Clinical finding (finding),369950005,Tis: Intratubular germ cell neoplasia (carcinoma in situ, testis) (finding),0,1,0,0,0,0
Clinical finding (finding),369951009,T1: Testicular tumor limited to the testis and epididymis without vascular/lymphatic invasion (tumor may invade tunica albuginea but not tunica vaginalis) (finding),0,1,0,0,0,0
Clinical finding (finding),369952002,T2: Testicular tumor limited to the testis and epididymis with vascular/lymphatic invasion or tumor extending through tunica albuginea with involvement of tunica vaginalis (finding),0,1,0,0,0,0
Clinical finding (finding),369953007,T3: Testicular tumor invades spermatic cord with or without vascular/lymphatic invasion (finding),0,1,0,0,0,0
Clinical finding (finding),369954001,T4: Testicular tumor invades scrotum with or without vascular/lymphatic invasion (finding),0,1,0,0,0,0
Clinical finding (finding),369955000,T1 (I): Trophoblastic disease confined to uterus (finding),0,1,0,0,0,0
Clinical finding (finding),369956004,T1 (IA): Trophoblastic disease confined to uterus with no risk factors (finding),0,1,0,0,0,0
Clinical finding (finding),369957008,T1 (IB): Trophoblastic disease confined to uterus with one risk factor (finding),0,1,0,0,0,0
Clinical finding (finding),369958003,T1 (IC): Trophoblastic disease confined to uterus with two risk factors (finding),0,1,0,0,0,0
Clinical finding (finding),369959006,T2 (II): Trophoblast: gestational trophoblastic tumor extends outside of the uterus but is limited to the genital structures (adnexa, vagina, broad ligament) (finding),0,1,0,0,0,0
Clinical finding (finding),369960001,T2 (IIA): Trophoblast: gestational trophoblastic tumor involving genital structure without risk factors (finding),0,1,0,0,0,0
Clinical finding (finding),369961002,T2 (IIB): Trophoblast: gestational trophoblastic tumor extends outside of the uterus but limited to genital structures with one risk factor (finding),0,1,0,0,0,0
Clinical finding (finding),369962009,T2 (IIC): Trophoblast: gestational trophoblastic tumor extends outside of the uterus but limited to genital structures with two risk factors (finding),0,1,0,0,0,0
Clinical finding (finding),369963004,T1: Tumor limited to ipsilateral parietal and/or visceral pleura (finding),0,1,0,0,0,0
Clinical finding (finding),369964005,T2: Pleural tumor invades any of the following: ipsilateral lung, endothoracic fascia, diaphragm, or pericardium (finding),0,1,0,0,0,0
Clinical finding (finding),369965006,T3: Pleural tumor invades any of the following: ipsilateral chest wall muscle, ribs, or media-stinal organs or tissues (finding),0,1,0,0,0,0
Clinical finding (finding),369966007,T4: Pleural tumor directly extends to any of the following: contralateral pleura, contralateral lung, peritoneum, intra-abdominal organs, cervical tissues (finding),0,1,0,0,0,0
Clinical finding (finding),369967003,T1: Tumor size < 1 cm, limited to thyroid (finding),0,1,0,0,0,0
Clinical finding (finding),369968008,T2: Tumor > 1 cm but < 4 cm, limited to thyroid (finding),0,1,0,0,0,0
Clinical finding (finding),369969000,T3: Thyroid tumor > 4 cm, limited to thyroid (finding),0,1,0,0,0,0
Clinical finding (finding),369970004,T4: Thyroid tumor of any size extending beyond the thyroid capsule (finding),0,1,0,0,0,0
Clinical finding (finding),369971000,T1a (IA): Tumor limited to one ovary, capsule intact, no tumor on ovarian surface (finding),0,1,0,0,0,0
Clinical finding (finding),369972007,T1b (IB): Tumor limited to both ovaries: capsule intact, no tumor on ovarian surface (finding),0,1,0,0,0,0
Clinical finding (finding),369973002,T1c (IC): Tumor limited to one or both ovaries with any of the following: capsule ruptured, tumor on ovarian surface, malignant cells in ascites or peritoneal washings: OVARY: Resection (finding),0,1,0,0,0,0
Clinical finding (finding),369974008,T2: Ovarian tumor involves one or both ovaries with pelvic extension (finding),0,1,0,0,0,0
Clinical finding (finding),369975009,T2a (IIA): Ovarian tumor with extension and/or implants on uterus and/or tube(s) (finding),0,1,0,0,0,0
Clinical finding (finding),369976005,T3 and/or N1 (III): Ovarian tumor involves one or both ovaries with microscopically confirmed peritoneal metastasis outside the pelvis and/or regional lymph node metastasis (finding),0,1,0,0,0,0
Clinical finding (finding),369977001,T3b (IIIB): Tumor of uterine cervix extends to pelvic wall and/or causes hydronephrosis or nonfunctioning kidney (finding),0,1,0,0,0,0
Clinical finding (finding),369978006,T2: Tumor confined within the prostate (finding),0,1,0,0,0,0
Clinical finding (finding),369979003,T1: Aerodigestive tract tumor < 2 cm in greatest dimension without extraparenchymal extension (finding),0,1,0,0,0,0
Clinical finding (finding),369980000,Tis: Tumor invades lamina propria (gastrointestinal tumor) (finding),0,1,0,0,0,0
Clinical finding (finding),369981001,Tis: Tumor invades muscularis mucosae (colon/rectum) (finding),0,1,0,0,0,0
Clinical finding (finding),369982008,T1: Solitary liver tumor < 2 cm; no vascular invasion (finding),0,1,0,0,0,0
Clinical finding (finding),369983003,N1: Metastasis to movable ipsilateral axillary lymph node(s) (finding),0,1,0,0,0,0
Clinical finding (finding),369984009,N1a: Only micrometastasis, none > 0.2 cm in greatest dimension (finding),0,1,0,0,0,0
