semtag,id,term,DefStatus
substance,709140006,Chimeric antigen receptor (substance),Primitive
finding,709141005,Neck pain due to malignant neoplastic disease (finding),Sufficiently defined
disorder,709142003,Arthropathy due to sickle cell disease (disorder),Sufficiently defined
disorder,709143008,Peripheral neuropathy caused by toxin (disorder),Sufficiently defined
disorder,709144002,Peripheral neuropathy of upper limb caused by toxin (disorder),Sufficiently defined
disorder,709145001,Peripheral neuropathy due to inflammation (disorder),Sufficiently defined
disorder,709146000,Malfunction of tracheostomy (disorder),Sufficiently defined
disorder,709147009,Gingivitis co-occurrent with diabetes mellitus (disorder),Sufficiently defined
substance,709148004,Fibroblast growth factor 23 (substance),Primitive
substance,709149007,Oleoylcarnitine + palmitoylcarnitine (substance),Primitive
substance,709150007,Palmitoylcarnitine + stearoylcarnitine (substance),Primitive
substance,709151006,Pimeloylcarnitine (substance),Primitive
substance,709152004,Free carnitine (substance),Primitive
substance,709153009,Acylcarnitine + free carnitine (substance),Primitive
substance,709154003,Antigen of Zygomycetes (substance),Primitive
substance,709155002,Antigen of Yersinia pestis (substance),Primitive
substance,709156001,Antigen of West Nile virus (substance),Primitive
substance,709157005,Antigen of Vibrio cholerae toxin (substance),Primitive
substance,709158000,Antigen of Vesicular stomatitis virus (substance),Primitive
substance,709159008,Antigen of Vesicular stomatitis New Jersey virus (substance),Primitive
substance,709160003,Antigen of Vesicular stomatitis Indiana virus (substance),Primitive
substance,709161004,Antigen of Vesicular stomatitis Alagoas virus (substance),Primitive
substance,709162006,Antigen of Aspergillus (substance),Primitive
substance,709163001,Antigen of Avian leukosis virus (substance),Primitive
substance,709164007,Antigen of Avian orthoreovirus (substance),Primitive
substance,709165008,Antigen of Anatid herpesvirus 1 (substance),Primitive
substance,709166009,Antigen of Anaplasma phagocytophilum (substance),Primitive
substance,709167000,Antigen of Trypanosoma (substance),Primitive
substance,709168005,Antigen of Trypanosoma evansi (substance),Primitive
substance,709169002,Antigen of Tritrichomonas foetus (substance),Primitive
substance,709170001,Antigen of Transmissible gastroenteritis virus (substance),Primitive
substance,709171002,Antigen of Taylorella equigenitalis (substance),Primitive
substance,709173004,Antigen of Wuchereria bancrofti (substance),Primitive
substance,709174005,Antigen of Sporothrix schenckii (substance),Primitive
substance,709175006,Antigen of Sarcocystis neurona (substance),Primitive
substance,709176007,Antigen of Rinderpest virus (substance),Primitive
substance,709177003,Antigen of Rift valley fever virus (substance),Primitive
substance,709180002,Antigen of Alcelaphine herpesvirus 1 (substance),Primitive
substance,709181003,Antigen of Bluetongue virus (substance),Primitive
substance,709182005,Antigen of Border disease virus (substance),Primitive
substance,709183000,Antigen of Bordetella (substance),Primitive
substance,709184006,Antigen of Bordetella bronchiseptica (substance),Primitive
substance,709185007,Antigen of Borrelia (substance),Primitive
procedure,709186008,Noninvasive abdominal fetal electrocardiography (procedure),Primitive
procedure,709187004,Electrocardiography via fetal scalp electrodes (procedure),Primitive
disorder,709188009,Infection caused by Tenckhoff catheter (disorder),Sufficiently defined
procedure,709189001,Revision of internal fixation of talus bone (procedure),Primitive
morphologic abnormality,709190005,Metastatic leiomyosarcoma (morphologic abnormality),Primitive
morphologic abnormality,709191009,Metastatic papillary thyroid carcinoma (morphologic abnormality),Primitive
procedure,709192002,Local excision of lesion of duodenum (procedure),Sufficiently defined
procedure,709193007,Excision of sinus of sweat gland (procedure),Sufficiently defined
morphologic abnormality,709194001,Metastatic small cell carcinoma (morphologic abnormality),Primitive
morphologic abnormality,709195000,Metastatic teratoma (morphologic abnormality),Primitive
morphologic abnormality,709196004,Metastatic thymic carcinoma (morphologic abnormality),Primitive
procedure,709197008,Endoscopic insertion of stent into bile duct (procedure),Sufficiently defined
situation,709198003,Education not indicated (situation),Sufficiently defined
procedure,709199006,Recommendation for pelvic rest (procedure),Primitive
disorder,709200009,Bacterial arthritis of costotransverse joint (disorder),Sufficiently defined
procedure,709201008,Compression suturing of uterus for atonic postpartum hemorrhage (procedure),Primitive
disorder,709202001,Neoplasm of sacroiliac joint (disorder),Sufficiently defined
disorder,709203006,Benign neoplasm of brachial plexus (disorder),Sufficiently defined
disorder,709204000,Giant cell neoplasm of clavicle (disorder),Sufficiently defined
disorder,709205004,Giant cell neoplasm of sacrum (disorder),Sufficiently defined
substance,709206003,Succinylcarnitine (substance),Primitive
substance,709207007,Methylmalonylcarnitine + succinylcarnitine (substance),Primitive
substance,709208002,3-Hydroxyisovalerylcarnitine + methylmalonylcarnitine (substance),Primitive
substance,709209005,Acetylcarnitine + free carnitine + oleoylcarnitine + palmitoylcarnitine + propionylcarnitine + stearoylcarnitine (substance),Primitive
disorder,709210000,Giant cell neoplasm of bone of pelvis (disorder),Sufficiently defined
disorder,709211001,Giant cell neoplasm of mandible (disorder),Sufficiently defined
substance,709212008,3-Hydroxybutyrylcarnitine (substance),Primitive
substance,709213003,3-Hydroxybutyrylcarnitine + malonylcarnitine (substance),Primitive
disorder,709214009,Giant cell neoplasm of long bone of lower limb (disorder),Sufficiently defined
substance,709215005,Antigen of Anaplasma marginale (substance),Primitive
substance,709216006,Antigen of Bacillus anthracis capsule (substance),Primitive
procedure,709217002,Excision of lamina of thoracic vertebra (procedure),Sufficiently defined
substance,709218007,Antigen of Bacillus anthracis cell wall (substance),Primitive
substance,709219004,Antigen of Brucella (substance),Primitive
substance,709220005,Antigen of Burkholderia (substance),Primitive
substance,709221009,Antigen of Burkholderia mallei (substance),Primitive
substance,709222002,Antigen of Burkholderia pseudomallei (substance),Primitive
substance,709223007,Antigen of Bovine adenovirus 3 (substance),Primitive
substance,709224001,Antigen of Bovine adenovirus 5 (substance),Primitive
substance,709225000,Antigen of Bovine coronavirus (substance),Primitive
substance,709226004,Antigen of Bovine diarrhea virus (substance),Primitive
substance,709227008,Antigen of Marburg virus (substance),Primitive
substance,709228003,Antigen of Mycoplasma (substance),Primitive
substance,709229006,Antigen of Mycoplasma capricolum subspecies capripneumonia (substance),Primitive
substance,709230001,Antigen of Mycoplasma mycoides subspecies mycoides (substance),Primitive
substance,709231002,Antigen of Myxoma virus (substance),Primitive
substance,709233004,Antigen of Bovine diarrhea virus 2 (substance),Primitive
substance,709234005,Antigen of Pseudorabies virus (substance),Primitive
substance,709235006,Antigen of Plasmodium (substance),Primitive
substance,709236007,Antigen of Picornavirus (substance),Primitive
substance,709237003,Antigen of Norovirus (substance),Primitive
substance,709238008,Antigen of Norwalk virus 1 (substance),Primitive
substance,709239000,Antigen of Pasteurella multocida (substance),Primitive
substance,709240003,Antigen of Leptospira (substance),Primitive
substance,709241004,Antigen of Legionella (substance),Primitive
substance,709242006,Antigen of Leishmania donovani (substance),Primitive
substance,709243001,Antigen of Bovine herpesvirus 1 (substance),Primitive
substance,709244007,Antigen of Bovine herpesvirus 2 (substance),Primitive
substance,709245008,Antigen of Bovine herpesvirus 4 (substance),Primitive
substance,709246009,Antigen of Bovine herpesvirus 5 (substance),Primitive
substance,709247000,Antigen of Bovine leukemia virus (substance),Primitive
substance,709248005,Antigen of Bovine papular stomatitis virus (substance),Primitive
substance,709249002,Antigen of Bovine parainfluenza virus 3 (substance),Primitive
substance,709250002,Antigen of Bovine parvovirus (substance),Primitive
substance,709251003,Antigen of Bovine respiratory syncytial virus (substance),Primitive
substance,709252005,Lymphocyte component of blood (substance),Primitive
substance,709253000,Granulocyte component of blood (substance),Primitive
procedure,709254006,Assessment of ability to communicate by talking (procedure),Primitive
procedure,709256008,Assessment of ability to prepare food (procedure),Sufficiently defined
procedure,709258009,Assessment of acceptance of health status (procedure),Primitive
procedure,709261005,Assessment of breastfeeding (procedure),Sufficiently defined
regime/therapy,709262003,Luteinizing hormone and follicle stimulating hormone check (regime/therapy),Primitive
procedure,709263008,Assessment of appetite (procedure),Sufficiently defined
procedure,709264002,Assessment of allodynia (procedure),Sufficiently defined
procedure,709265001,Assessment of attitude toward operation (procedure),Primitive
situation,709269007,Family education about treatment regime (situation),Sufficiently defined
situation,709270008,Family education about transfer technique (situation),Sufficiently defined
situation,709271007,Family education about thermoregulation (situation),Sufficiently defined
situation,709272000,Family education about infection prevention (situation),Sufficiently defined
situation,709273005,Family education about susceptibility to infection (situation),Sufficiently defined
situation,709274004,Family education about prevention of cross infection (situation),Primitive
situation,709275003,Family education about monitoring respiratory status (situation),Sufficiently defined
situation,709276002,Family education about pain management (situation),Sufficiently defined
situation,709277006,Family education about light therapy (situation),Sufficiently defined
situation,709278001,Family education about infant development (situation),Sufficiently defined
physical object,709279009,Mini blind (physical object),Primitive
physical object,709280007,Walking surface of room (physical object),Primitive
disorder,709281006,Rippling muscle disease (disorder),Primitive
disorder,709282004,Deficiency of aminoacylase 1 (disorder),Primitive
product,709283009,Idelalisib (product),Primitive
disorder,709284003,Glomus neoplasm of mastoid (disorder),Sufficiently defined
disorder,709285002,Secondary malignant neoplasm of lumbosacral plexus (disorder),Sufficiently defined
procedure,709286001,Epiphysiodesis of greater trochanter of femur (procedure),Sufficiently defined
disorder,709287005,Gastrointestinal stromal neoplasm of duodenum (disorder),Sufficiently defined
procedure,709288000,Osteotomy of intertrochanteric structure of femur (procedure),Sufficiently defined
disorder,709289008,Neoplasm of vertebra (disorder),Sufficiently defined
procedure,709290004,Application of uniplane external fixation system to femur (procedure),Sufficiently defined
procedure,709291000,Repair of flexor tendon of hand (procedure),Sufficiently defined
procedure,709292007,Fusion of thoracolumbar region of spine (procedure),Sufficiently defined
body structure,709293002,Eyelid part (body structure),Primitive
body structure,709294008,Upper arm part (body structure),Primitive
organism,709295009,Achromobacter mucicolens (organism),Primitive
organism,709296005,Streptomyces thinghirensis (organism),Primitive
organism,709297001,Streptomyces harbinensis (organism),Primitive
organism,709298006,Streptomyces cheonanensis (organism),Primitive
organism,709300006,Sphingomonas molluscorum (organism),Primitive
organism,709301005,Psychrobacter lutiphocae (organism),Primitive
organism,709302003,Psychrobacillus (organism),Primitive
organism,709303008,Psychrobacillus psychrodurans (organism),Primitive
organism,709304002,Psychrobacillus insolitus (organism),Primitive
organism,709305001,Pseudomonas zeshuii (organism),Primitive
organism,709306000,Promicromonospora xylanilytica (organism),Primitive
organism,709307009,Planobacterium (organism),Primitive
organism,709308004,Paracoccus chinensis (organism),Primitive
organism,709309007,Pantoea gaviniae (organism),Primitive
organism,709310002,Pantoea calida (organism),Primitive
organism,709311003,Escherichia coli serogroup O32 (organism),Primitive
organism,709312005,Escherichia coli serogroup O185 (organism),Primitive
situation,709313000,History of methicillin resistant Staphylococcus aureus infection (situation),Sufficiently defined
substance,709314006,Antigen of Cryptosporidium parvum (substance),Primitive
substance,709315007,Antigen of Cyclospora (substance),Primitive
substance,709316008,Antigen of Giardia (substance),Primitive
substance,709317004,Antigen of Neospora caninum (substance),Primitive
substance,709318009,Antigen of Canarypox virus (substance),Primitive
substance,709319001,Antigen of Canine adenovirus (substance),Primitive
substance,709320007,Antigen of Canine coronavirus (substance),Primitive
substance,709321006,Antigen of Canine distemper virus (substance),Primitive
substance,709322004,Antigen of Canine herpesvirus (substance),Primitive
substance,709323009,Antigen of Canine parvovirus (substance),Primitive
substance,709324003,Antigen of Caprine arthritis encephalitis virus (substance),Primitive
substance,709325002,Antigen of Classical swine fever virus (substance),Primitive
substance,709326001,Antigen of Cocal virus (substance),Primitive
substance,709327005,Antigen of Duck hepatitis virus 1 (substance),Primitive
substance,709328000,Antigen of Duck hepatitis virus 2 (substance),Primitive
substance,709329008,Antigen of Duck hepatitis virus 3 (substance),Primitive
substance,709330003,Antigen of Enterovirus (substance),Primitive
substance,709332006,Antigen of Equine adenovirus (substance),Primitive
substance,709333001,Antigen of Equine arteritis virus (substance),Primitive
substance,709334007,Antigen of Equine herpesvirus 1 (substance),Primitive
substance,709335008,Antigen of Equine herpesvirus 4 (substance),Primitive
substance,709337000,Antigen of Feline herpesvirus 1 (substance),Primitive
substance,709338005,Antigen of Feline infectious peritonitis virus (substance),Primitive
substance,709341001,Antigen of Flavivirus (substance),Primitive
substance,709342008,Antigen of Hantavirus (substance),Primitive
substance,709343003,Antigen of Herpes virus 8 latent nuclear (substance),Primitive
substance,709344009,Antigen of Human coronavirus 229E (substance),Primitive
substance,709345005,Antigen of Human coronavirus (substance),Primitive
substance,709346006,Antigen of Human coronavirus OC43 (substance),Primitive
substance,709347002,Antigen of Human metapneumovirus (substance),Primitive
substance,709348007,Antigen of Human papilloma virus 11 (substance),Primitive
substance,709349004,Antigen of Human papilloma virus 31 (substance),Primitive
substance,709350004,Antigen of Human papilloma virus 33 (substance),Primitive
substance,709351000,Antigen of Human papilloma virus 35 (substance),Primitive
substance,709352007,Antigen of Human papilloma virus 42 (substance),Primitive
substance,709353002,Antigen of Human papilloma virus 43 (substance),Primitive
substance,709354008,Antigen of Human papilloma virus 44 (substance),Primitive
substance,709355009,Antigen of Human papilloma virus 45 (substance),Primitive
substance,709356005,Antigen of Human papilloma virus 5 (substance),Primitive
substance,709357001,Antigen of Human papilloma virus 51 (substance),Primitive
substance,709358006,Antigen of Human papilloma virus 6 (substance),Primitive
substance,709359003,Antigen of Infectious bronchitis virus (substance),Primitive
substance,709360008,Antigen of Infectious bursal disease virus (substance),Primitive
substance,709361007,Antigen of Influenza virus A H1 (substance),Primitive
substance,709362000,Antigen of Influenza virus A H3 (substance),Primitive
substance,709364004,Antigen of Nairobi sheep disease virus (substance),Primitive
substance,709365003,Antigen of Parainfluenza virus 4 (substance),Primitive
substance,709366002,Antigen of Porcine adenovirus (substance),Primitive
substance,709367006,Antigen of Porcine circovirus (substance),Primitive
substance,709368001,Antigen of Porcine enterovirus (substance),Primitive
substance,709369009,Antigen of Porcine parvovirus (substance),Primitive
substance,709370005,Antigen of Porcine reproductive and respiratory syndrome virus (substance),Primitive
substance,709371009,Antigen of Respiratory virus (substance),Primitive
substance,709372002,Antigen of Foot and mouth disease virus (substance),Primitive
substance,709373007,Antigen of Capripoxvirus (substance),Primitive
substance,709374001,Antigen of Ebolavirus (substance),Primitive
substance,709375000,Antigen of Gallid herpesvirus 1 (substance),Primitive
substance,709376004,Antigen of Gallid herpesvirus 2 (substance),Primitive
substance,709377008,Antigen of Newcastle disease virus (substance),Primitive
substance,709378003,Antigen of Campylobacter fetus (substance),Primitive
substance,709379006,Antigen of Clostridium chauvoei (substance),Primitive
substance,709380009,Antigen of Clostridium septicum (substance),Primitive
substance,709381008,Antigen of Clostridium sordellii (substance),Primitive
substance,709382001,Antigen of Coxiella burnetii (substance),Primitive
substance,709383006,Antigen of Dermatophilus congolensis (substance),Primitive
substance,709384000,Antigen of Ehrlichia chaffeensis (substance),Primitive
substance,709385004,Antigen of Escherichia coli O157 (substance),Primitive
substance,709386003,Antigen of Escherichia coli O157:H7 (substance),Primitive
substance,709387007,Antigen of Escherichia coli shiga toxin 1 (substance),Primitive
substance,709388002,Antigen of Escherichia coli shiga toxin 2 (substance),Primitive
substance,709389005,Antigen of Escherichia coli shiga toxin (substance),Primitive
substance,709390001,Antigen of Haemophilus influenzae (substance),Primitive
substance,709391002,Antigen of Helicobacter pylori (substance),Primitive
substance,709392009,Antigen of Mycobacterium bovis (substance),Primitive
substance,709393004,Antigen of Neisseria meningitidis D (substance),Primitive
substance,709394005,Antigen of Neisseria meningitidis X (substance),Primitive
substance,709395006,Antigen of Neisseria meningitidis Z (substance),Primitive
substance,709396007,Antigen of Rickettsia spotted fever group (substance),Primitive
substance,709397003,Antigen of Clostridium novyi (substance),Primitive
substance,709398008,Antigen of Dirofilaria immitis (substance),Primitive
substance,709399000,Antigen of Echinococcus (substance),Primitive
substance,709400007,Antigen of Filaria (substance),Primitive
substance,709401006,Antigen of Taenia hydatigena (substance),Primitive
substance,709402004,Antigen of Taenia solium (substance),Primitive
substance,709403009,Antigen of Taenia solium larva (substance),Primitive
substance,709404003,Antigen of Taenia (substance),Primitive
procedure,709405002,Spinal fusion of atlantoaxial joint by anterior approach using instrumentation (procedure),Sufficiently defined
procedure,709406001,Spinal fusion of atlantoaxial joint by anterior approach (procedure),Sufficiently defined
procedure,709407005,Fusion of sacroiliac joint by anterior approach using instrumentation (procedure),Sufficiently defined
procedure,709408000,Fusion of joint of cervical spine by anterior approach for deformity of cervical spine (procedure),Sufficiently defined
procedure,709409008,Incision and drainage of infection of hand (procedure),Sufficiently defined
disorder,709410003,Haemophilus influenzae type b infection (disorder),Sufficiently defined
disorder,709411004,Hemiatrophy of lower limb (disorder),Sufficiently defined
disorder,709412006,Congenital disorder of glycosylation type 1c (disorder),Primitive
disorder,709413001,Isolated hyperchlorhidrosis (disorder),Primitive
disorder,709414007,Deficiency of mitochondrial complex III (disorder),Primitive
disorder,709415008,Mitochondrial membrane protein associated neurodegeneration (disorder),Primitive
disorder,709416009,Acral peeling skin syndrome (disorder),Primitive
disorder,709417000,Spastic paraplegia type 15 (disorder),Primitive
disorder,709418005,Autosomal translocation (disorder),Primitive
procedure,709419002,Adjustment of vertical expanding prosthetic titanium rib (procedure),Primitive
procedure,709420008,Endoscopic ultrasonography of biliary tract (procedure),Sufficiently defined
procedure,709421007,Colonoscopy and dilatation of stricture of colon (procedure),Sufficiently defined
procedure,709422000,Wedge osteotomy of first metatarsal (procedure),Sufficiently defined
procedure,709423005,Control of postoperative hemorrhage of anus (procedure),Sufficiently defined
disorder,709424004,Postoperative hemorrhage of anus (disorder),Sufficiently defined
procedure,709425003,Thoracoscopic truncal vagotomy (procedure),Sufficiently defined
situation,709426002,Fetal exposure to toxin (situation),Sufficiently defined
substance,709427006,Antigen of Cryptosporidium parvum + antigen of Giardia lamblia (substance),Primitive
substance,709428001,Antigen of Cryptosporidium sp + antigen of Giardia lamblia (substance),Primitive
substance,709429009,Antigen of Adenovirus + antigen of Rotavirus (substance),Primitive
substance,709430004,Antigen of Equine herpesvirus 1 + 4 (substance),Primitive
substance,709431000,Antigen of Herpes simplex virus 1 + 2 (substance),Primitive
substance,709432007,Antigen of Human papilloma virus 16 + 18 (substance),Primitive
substance,709433002,Antigen of Human papilloma virus 31 + 33 (substance),Primitive
substance,709434008,Antigen of Human papilloma virus 31 + 33 + 35 (substance),Primitive
substance,709435009,Antigen of Human papilloma virus 6 + 11 (substance),Primitive
substance,709436005,Antigen of Influenza virus A + B (substance),Primitive
substance,709437001,Antigen of Influenza virus A + B + C (substance),Primitive
substance,709438006,Antigen of Parainfluenza virus 1 + 2 + 3 (substance),Primitive
substance,709439003,Antigen of Enterovirus + antigen of Rhinovirus (substance),Primitive
substance,709440001,Antigen of Campylobacter coli + antigen of Campylobacter jejuni (substance),Primitive
substance,709441002,Antigen of Neisseria meningitidis A + B + C + w135 + Y (substance),Primitive
substance,709442009,Antigen of Neisseria meningitidis A + B + C + w135 + Y + antigen of Escherichia coli K1 (substance),Primitive
substance,709443004,Antigen of Neisseria meningitidis A + C + w135 + Y (substance),Primitive
substance,709444005,Antigen of Neisseria meningitidis A + w135 (substance),Primitive
substance,709445006,Antigen of Neisseria meningitidis A + Y (substance),Primitive
substance,709446007,Antigen of Escherichia coli K1 + antigen of Neisseria meningitidis B (substance),Primitive
substance,709447003,Antigen of Neisseria meningitidis C + w135 (substance),Primitive
substance,709448008,Antigen of Brugia malayi + antigen of Wuchereria bancrofti (substance),Primitive
substance,709449000,Marine mollusk - dietary (substance),Primitive
substance,709450000,Terrestrial mollusk - dietary (substance),Primitive
substance,709451001,Deoxyhemoglobin + oxyhemoglobin (substance),Primitive
substance,709452008,Free fasciocutaneous flap (substance),Primitive
procedure,709453003,Reconstruction of breast using free fasciocutaneous flap with microvascular anastomosis (procedure),Sufficiently defined
substance,709454009,Pedicle fasciocutaneous flap (substance),Primitive
procedure,709455005,Reconstruction of breast using pedicle fasciocutaneous flap (procedure),Sufficiently defined
product,709456006,Mirtazapine 45mg orodispersible tablet (product),Primitive
finding,709457002,Progestogen only depot contraception (finding),Primitive
disorder,709458007,Laceration of nasal septum with complication (disorder),Primitive
disorder,709459004,Laceration of nasal sinus with complication (disorder),Primitive
event,709460009,Exposure to alcohol (event),Primitive
procedure,709461008,Scarf osteotomy of first metatarsal (procedure),Primitive
situation,709462001,Fetal exposure to alcohol (situation),Sufficiently defined
observable entity,709463006,Root number (observable entity),Primitive
procedure,709464000,Endoscopic retrograde cholangiopancreatography with biopsy of sphincter of Oddi (procedure),Sufficiently defined
disorder,709465004,Periodontitis co-occurrent with Chédiak-Higashi syndrome (disorder),Sufficiently defined
disorder,709466003,Periodontitis co-occurrent with Cohen syndrome (disorder),Sufficiently defined
procedure,709467007,Endoscopic retrograde cholangiopancreatography with replacement of bile duct stent (procedure),Sufficiently defined
procedure,709468002,Procedure on neck of urinary bladder (procedure),Sufficiently defined
disorder,709469005,Periodontitis co-occurrent with Down syndrome (disorder),Sufficiently defined
procedure,709470006,Endoscopy of upper gastrointestinal tract and dilatation of duodenum (procedure),Sufficiently defined
disorder,709471005,Periodontitis co-occurrent with leukemia (disorder),Sufficiently defined
disorder,709472003,Periodontitis due to Papillon-Lefèvre syndrome (disorder),Sufficiently defined
situation,709473008,Assessment of family knowledge of disease (situation),Sufficiently defined
procedure,709474002,Assessment of fatigue (procedure),Sufficiently defined
procedure,709475001,Assessment of fear (procedure),Sufficiently defined
procedure,709476000,Assessment of fear about being a burden to others (procedure),Sufficiently defined
procedure,709477009,Assessment of fear about death (procedure),Sufficiently defined
procedure,709478004,Assessment of food supply (procedure),Primitive
procedure,709479007,Assessment of fetal gestational age (procedure),Primitive
procedure,709480005,Assessment of hyperalgesia (procedure),Sufficiently defined
procedure,709481009,Assessment of knowledge about pain (procedure),Primitive
procedure,709482002,Assessment of knowledge of cross infection (procedure),Primitive
procedure,709483007,Assessment of knowledge of disease (procedure),Primitive
procedure,709484001,Assessment of knowledge of environmental safety (procedure),Primitive
procedure,709485000,Assessment of knowledge of fall prevention (procedure),Primitive
procedure,709486004,Assessment of knowledge of physical therapy (procedure),Primitive
procedure,709487008,Assessment of knowledge of treatment regime (procedure),Primitive
procedure,709488003,Assessment of mood (procedure),Sufficiently defined
disorder,709489006,Small fiber neuropathy (disorder),Primitive
disorder,709490002,Desmosterolosis (disorder),Primitive
procedure,709491003,Enrollment in clinical trial (procedure),Primitive
finding,709492005,Absence of mandibular condyle (finding),Sufficiently defined
finding,709493000,Digestive system reflux (finding),Primitive
situation,709494006,Antibiotic premedication given (situation),Primitive
finding,709495007,Linea alba of oral mucosa (finding),Primitive
finding,709496008,Low mandibular plane angle (finding),Primitive
procedure,709497004,Assessment of peristomal skin (procedure),Primitive
physical object,709498009,Cough culture plate (physical object),Primitive
procedure,709499001,Assessment of psychological response to ostomy (procedure),Primitive
procedure,709500005,Collection of specimen by cough culture plate (procedure),Sufficiently defined
procedure,709501009,Magnetic resonance imaging of humerus (procedure),Sufficiently defined
procedure,709502002,Magnetic resonance imaging of sternum with contrast (procedure),Sufficiently defined
procedure,709503007,Assessment of quality of life (procedure),Primitive
procedure,709504001,Fusion of thoracic spine (procedure),Sufficiently defined
procedure,709505000,Magnetic resonance imaging of scrotum with contrast (procedure),Sufficiently defined
procedure,709506004,Assessment of readiness for disclosure of health status (procedure),Primitive
procedure,709507008,Assessment of readiness for smoking cessation (procedure),Primitive
procedure,709508003,Assessment of respiratory status using monitoring device (procedure),Primitive
procedure,709509006,Assessment of risk for depressed mood during post partum period (procedure),Sufficiently defined
procedure,709510001,Assessment of risk for disease (procedure),Sufficiently defined
procedure,709511002,Assessment of risk for hospital acquired complication (procedure),Primitive
procedure,709512009,Assessment of risk for hyperthermia (procedure),Sufficiently defined
procedure,709513004,Assessment of risk of thermoregulation disruption (procedure),Primitive
procedure,709514005,Assessment of risk for stoma complication (procedure),Sufficiently defined
procedure,709515006,Assessment of risk for transfer injury (procedure),Sufficiently defined
procedure,709516007,Assessment of sadness (procedure),Primitive
disorder,709517003,Malignant carcinoid tumor of small intestine (disorder),Sufficiently defined
disorder,709518008,Acquired dysphasia (disorder),Primitive
body structure,709519000,Digestive tract part (body structure),Primitive
body structure,709520006,Corpus callosum part (body structure),Primitive
procedure,709521005,Magnetic resonance imaging of calf of leg (procedure),Sufficiently defined
procedure,709522003,Magnetic resonance imaging of ovary with contrast (procedure),Sufficiently defined
procedure,709523008,Magnetic resonance imaging of rectum with contrast (procedure),Sufficiently defined
procedure,709524002,Magnetic resonance imaging of spleen with contrast (procedure),Sufficiently defined
procedure,709525001,Magnetic resonance imaging of prostate with contrast (procedure),Sufficiently defined
procedure,709526000,Magnetic resonance imaging of clavicle with contrast (procedure),Sufficiently defined
procedure,709527009,Magnetic resonance imaging of sacral spine with contrast (procedure),Sufficiently defined
procedure,709528004,Magnetic resonance imaging of urinary bladder with contrast (procedure),Sufficiently defined
procedure,709529007,Aspiration of pancreas using fluoroscopic guidance (procedure),Sufficiently defined
body structure,709530002,Structure of phalanx of hand (body structure),Primitive
procedure,709531003,Injection of spleen using fluoroscopic guidance (procedure),Sufficiently defined
procedure,709532005,Injection of medroxyprogesterone acetate (procedure),Sufficiently defined
situation,709533000,Medroxyprogesterone acetate depot injection given (situation),Sufficiently defined
procedure,709534006,Administration of depot contraceptive (procedure),Sufficiently defined
disorder,709535007,Periodontitis co-occurrent with infantile genetic agranulocytosis (disorder),Sufficiently defined
organism,709536008,Class Agaricomycetes (organism),Primitive
organism,709537004,Order Hymenochaetales (organism),Primitive
organism,709538009,Family Hymenochaetaceae (organism),Primitive
substance,709539001,24-Dihydroxybutanoic acid (substance),Primitive
substance,709540004,Senecioic acid (substance),Primitive
procedure,709541000,Administration of antipyretic (procedure),Sufficiently defined
procedure,709542007,Administration of nutritional supplement (procedure),Sufficiently defined
procedure,709543002,Administration of vitamin (procedure),Sufficiently defined
procedure,709544008,Administration of vitamin B12 (procedure),Sufficiently defined
procedure,709545009,Assessment of decisional conflict (procedure),Sufficiently defined
procedure,709546005,Aspiration of kidney using computed tomography guidance (procedure),Sufficiently defined
procedure,709547001,Computed tomography of sacroiliac joint with contrast (procedure),Sufficiently defined
procedure,709548006,Single photon emission computed tomography of neck (procedure),Sufficiently defined
procedure,709549003,Single photon emission computed tomography of heart (procedure),Sufficiently defined
procedure,709550003,Computed tomography of esophagus (procedure),Sufficiently defined
procedure,709551004,Nerve block using computed tomography guidance (procedure),Sufficiently defined
procedure,709552006,Computed tomography angiography of iliac artery (procedure),Sufficiently defined
procedure,709553001,Computed tomography angiography of mesenteric artery (procedure),Sufficiently defined
procedure,709554007,Computed tomography angiography of hepatic artery (procedure),Sufficiently defined
procedure,709555008,Computed tomography angiography of femoral artery (procedure),Sufficiently defined
disorder,709556009,Periodontitis co-occurrent with hypophosphatasia (disorder),Sufficiently defined
disorder,709557000,Periodontitis co-occurrent with hematologic disorder (disorder),Sufficiently defined
substance,709558005,Hydroxymethylglutaryl-coenzyme A lyase (substance),Primitive
substance,709559002,Heat stable alkaline phosphatase (substance),Primitive
substance,709560007,Heat labile alkaline phosphatase (substance),Primitive
disorder,709561006,Periodontitis co-occurrent with glycogen storage disease (disorder),Sufficiently defined
situation,709562004,Gamma globulin given (situation),Sufficiently defined
regime/therapy,709563009,Voluntary care (regime/therapy),Primitive
regime/therapy,709564003,Restricting oral intake (regime/therapy),Primitive
procedure,709565002,Magnetic resonance angiography of entire blood vessel with contrast (procedure),Sufficiently defined
procedure,709566001,Magnetic resonance angiography of vertebral artery (procedure),Sufficiently defined
procedure,709567005,Magnetic resonance angiography of vascular structure of spine with contrast (procedure),Sufficiently defined
procedure,709568000,Magnetic resonance angiography of carotid artery with contrast (procedure),Sufficiently defined
procedure,709569008,Magnetic resonance angiography of vascular structure of limb (procedure),Sufficiently defined
procedure,709570009,Magnetic resonance angiography of vascular structure of limb with contrast (procedure),Sufficiently defined
procedure,709571008,Magnetic resonance angiography of vascular structure of pelvis with contrast (procedure),Sufficiently defined
procedure,709572001,Magnetic resonance angiography of renal artery with contrast (procedure),Sufficiently defined
